1267,1148,1148,1148,1148,1148,1148,1148,675,159,246,707,681,477,159,259,744,1252,819,505,75,359,1568,1498,1245,1148,1148,1148,984,610,277,277,277,737,1111,1094,839,671,1135,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1299,911,808,1148,1148,1303,1342,1454,1325,1076,1234,1088,1148,1011,490,277,356,310,1191,1148
1169,1143,1148,1148,1148,1131,766,1110,996,37,686,918,308,1042,36,709,670,711,441,609,277,1589,1589,1557,1015,1148,1148,1148,1148,984,610,277,277,554,701,745,868,317,967,1148,1148,787,1092,1148,1148,1148,1148,1148,1148,1148,1216,1347,1256,1148,1148,1148,1148,1148,1148,668,190,831,1262,1011,490,277,277,277,981,956
932,369,1148,1148,1148,519,149,632,1201,1302,1236,1148,1148,1148,1148,1148,710,174,440,465,1428,1549,1589,1557,1015,1148,1148,1148,1148,1148,1298,1073,277,481,537,433,49,568,931,1148,1148,950,1186,1148,1148,1036,1029,853,714,1218,1148,1148,1148,1148,1148,1148,1148,1148,1148,1359,1333,1366,1148,1011,490,277,277,277,277,906
948,1148,1148,1148,1148,741,3,751,1148,1148,1148,1148,1148,1148,1148,1148,1228,1289,1065,277,277,1589,1589,1557,1015,1148,1148,1148,1148,1148,730,772,343,538,777,264,155,153,763,1148,1148,1148,1148,1148,1041,116,560,209,552,1364,1288,1148,1148,1079,1233,1080,1148,1148,1148,1148,1148,1148,932,225,277,277,277,277,503,590
1148,1148,1148,1148,1148,1281,883,1265,1148,1148,1148,1148,1148,1167,1126,1148,1148,1148,1011,277,277,1573,1578,1544,346,1148,1131,766,1110,1148,1150,1011,490,481,1039,1034,895,753,863,1148,1148,1148,1147,1148,1117,569,381,462,1457,1486,1443,1239,1263,824,191,680,1148,1148,1148,1148,1148,1183,1462,608,277,277,277,277,277,277
956,1399,969,1148,1148,1148,1148,1148,1148,1148,1148,1148,1125,878,834,1219,1148,1148,1011,277,356,827,1509,1496,1015,1148,519,149,632,1148,1148,1464,548,510,825,1095,802,136,74,783,1148,1148,1207,1466,1101,488,277,583,1292,1418,845,1272,1148,1362,1329,1363,1148,1148,1148,1148,1151,909,225,338,277,365,1375,835,990,341
810,1369,869,694,908,1148,1148,1148,1148,1137,1243,1122,947,211,189,1330,1148,1148,1011,277,277,1574,1579,1560,1015,1148,741,3,751,1148,1148,1011,277,244,159,416,578,13,54,138,1148,1148,1148,1148,749,472,277,331,678,750,717,1264,1148,1148,1148,1148,1201,1312,1357,1244,293,698,338,315,290,463,77,216,932,301
158,602,761,112,509,1148,1148,1148,1241,228,171,871,1259,1376,1355,1178,1148,1148,1388,1070,277,1512,1516,1501,1245,1148,1281,883,1265,1148,1148,1011,277,624,101,376,380,102,0,7,1148,1148,1148,1148,873,526,277,277,194,158,695,1148,1148,1148,1148,1148,890,601,1419,1142,277,277,421,1086,266,419,1210,1148,1203,1351
27,626,277,481,1009,1148,1148,1148,1280,1370,1344,1341,1148,1148,1148,1148,957,1412,764,692,277,1625,1616,1545,1015,1148,1148,1299,911,808,1130,832,363,296,460,1060,881,38,43,919,1090,888,1136,1152,1012,488,277,277,390,24,921,1014,1014,1014,1014,1014,654,89,770,658,277,277,480,1091,782,358,1033,1148,1148,1285
630,297,277,757,1061,1173,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,813,1458,1424,248,399,1643,1535,1513,1015,1148,1148,1216,1347,1256,675,159,196,277,277,795,1049,1115,823,1317,352,158,655,1014,800,277,277,277,348,502,514,482,482,482,482,482,634,508,575,277,277,315,291,907,805,639,1392,955,1148,1148
366,277,535,571,786,952,1174,1148,1148,1148,1148,1148,1148,1148,1148,1148,933,1292,1418,842,564,1627,1629,1541,1372,955,1148,1148,1371,1413,1083,32,407,277,277,335,483,454,482,454,412,21,656,482,337,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,521,107,516,1148,852,1382,1004,1148,1148
212,354,614,324,168,550,1320,1148,1148,1148,1148,1207,1466,1279,1014,1014,1052,817,794,622,432,1632,1626,1481,1382,964,1014,1166,449,712,647,837,349,277,277,277,277,277,277,277,348,457,297,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,480,1015,1148,792,344,748,1148,1148
437,292,277,481,1188,1456,648,454,454,454,454,454,454,454,482,482,482,277,277,277,820,1539,1522,1047,319,598,482,629,280,143,447,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,365,1375,690,584,581,1102,515,491,491,491,277,277,277,277,277,981,1148,1148,1148,1148,1148,1148
117,212,277,520,1000,800,277,277,277,277,277,277,277,277,277,277,277,277,277,277,746,697,1385,353,424,277,277,277,378,434,318,277,277,277,277,277,277,633,445,277,277,277,315,273,375,491,405,803,743,76,217,1261,821,455,836,1010,1010,1035,1455,545,756,612,277,420,981,1148,1148,1148,1148,1263
525,414,277,277,277,337,277,277,277,277,277,277,277,277,277,277,277,277,277,277,822,1589,1589,1536,394,230,241,314,277,277,277,277,277,277,277,277,277,1436,561,277,277,336,859,124,476,1010,227,903,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1031,474,1322,277,277,420,983,1148,1148,1148,1148
277,277,277,277,277,277,277,277,298,395,363,277,277,277,277,277,277,277,277,277,277,1573,1589,1589,1488,132,152,198,277,277,277,277,277,277,277,277,277,527,615,277,277,485,1015,1148,1148,1148,1148,1148,1148,1148,1148,1187,1184,1148,1148,1148,1148,1148,1148,866,1048,1023,539,277,277,356,325,699,908,1148
504,269,321,277,277,336,796,926,586,159,251,926,926,926,926,926,926,1349,1099,277,356,827,1589,1589,1386,91,92,202,292,277,298,395,363,277,277,277,277,277,277,277,277,1431,1197,1148,1148,1148,1148,1148,1148,1148,897,170,193,1044,1148,1148,1148,1148,1148,1148,1148,846,106,422,277,277,277,107,546,1148
721,358,436,277,277,364,346,1148,996,37,704,968,934,1148,1148,1148,1148,781,705,277,277,1011,1558,1589,1448,63,245,120,249,458,257,159,203,491,431,276,393,277,277,277,277,481,1009,1148,1148,1148,1148,1226,1324,1148,739,111,84,830,1148,1407,1402,1148,1148,1148,1148,1093,828,576,277,277,277,638,814,916
435,400,372,277,277,922,1153,1148,1148,1148,776,71,139,812,1148,1148,1148,1154,988,487,277,1011,1558,1589,1518,180,53,1340,1148,1148,996,37,704,1010,439,134,849,811,386,277,277,330,1377,969,1148,1148,1148,1356,1440,1148,1258,108,81,1021,1466,1043,838,1314,1148,1148,1148,1148,904,232,277,277,277,307,220,207
277,277,277,277,480,1015,1148,1148,1148,1148,128,55,14,600,1148,1148,1148,1148,1012,487,277,1011,1558,1589,1504,867,1295,1275,1148,1148,1201,1302,1236,1148,1148,1360,1119,469,663,277,277,722,1345,328,1148,1148,1148,940,979,1148,1222,1128,1138,1030,1599,1624,1623,1617,778,908,1148,1148,1148,1010,490,277,277,562,214,461
277,277,277,277,613,1290,1380,1148,1148,1148,6,1,103,406,1148,1148,1148,1148,1343,1140,470,1464,1546,1589,1247,158,691,1148,1148,1148,1148,1148,1148,1148,1148,949,1415,703,659,277,277,590,530,563,1287,969,1148,1148,1148,1148,1193,1182,1407,1374,1607,1530,1519,1635,197,546,1148,1148,1148,1011,490,277,277,277,277,277
277,277,277,396,1134,604,1461,1053,1148,1148,899,42,41,892,1148,1148,1148,1148,452,712,531,1011,1558,1589,1423,31,1028,1148,1148,1148,1148,1148,1148,1148,1168,998,1381,643,277,277,277,277,208,125,1390,872,1148,1148,841,204,150,113,788,735,1278,1582,1630,1527,329,1148,1148,1148,1148,944,511,277,277,277,277,277
334,277,277,565,616,1394,1293,1064,1148,1148,1304,889,1123,1230,1148,1148,1148,1148,468,146,446,1011,1558,1589,1543,1112,1200,1148,1148,1148,1268,1467,1179,1148,1315,740,322,672,401,277,277,277,277,590,528,577,1287,1148,260,99,29,69,1189,1148,357,1517,1584,1309,1148,1148,1148,1148,1089,114,428,277,277,277,277,277
222,360,277,233,159,231,1055,1229,1148,1148,1148,1148,357,948,1148,1148,1148,1148,1077,607,278,1373,1532,1589,1508,1148,1148,1148,1148,1148,1148,1148,1268,1467,1148,1237,1003,429,277,277,277,277,277,277,208,129,1301,961,18,11,94,65,893,1148,1148,1010,1010,1148,1148,1148,1148,1148,1249,779,1346,267,277,277,277,421
277,277,277,624,26,689,1182,1148,1148,1169,1143,1148,1148,1090,888,1136,1148,1148,1012,487,726,1381,1472,1589,1528,1148,1148,1148,1148,1148,1169,1143,1148,1148,1151,1012,488,277,277,277,277,277,277,277,481,1009,1148,1097,177,20,2,4,953,1148,1148,1148,1148,1146,1129,1198,1148,1148,1148,982,1381,643,277,277,277,520
277,277,277,239,122,145,113,1215,1148,932,369,1466,1279,391,158,691,1148,1148,985,277,603,371,1391,1589,1508,1148,1148,1148,1148,1130,791,306,920,920,928,799,338,277,277,277,277,277,277,277,481,1009,1148,1148,1354,86,10,1069,1148,1148,1148,1148,1172,937,785,573,864,1148,1148,724,389,672,401,277,277,277
277,277,277,173,99,29,69,1189,1148,1148,1148,1148,1148,688,39,1028,1148,1011,486,277,1058,1437,1600,1636,1538,1148,1148,1148,1148,675,160,592,1026,470,277,277,277,277,277,277,277,277,277,277,277,481,975,888,1260,1271,1338,1310,1148,1148,1148,1148,1313,556,167,323,733,1148,1148,904,229,277,277,277,277,277
277,277,252,17,11,94,65,893,1148,1148,1148,1148,1148,1232,1307,1200,1148,1132,486,496,862,865,1618,1634,1515,1153,1148,1148,1407,1144,127,383,712,536,395,309,884,263,484,484,796,923,277,340,277,277,195,158,379,1181,1224,1336,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1011,490,277,277,277,277,272
277,277,275,25,8,2,4,953,1148,1148,1148,1148,1148,1148,1148,1148,1148,1132,277,496,1015,123,1445,1642,1511,1409,1402,1148,801,879,1547,479,172,294,161,674,1381,872,1010,1010,1148,1148,856,223,277,277,444,35,313,532,305,1075,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1199,896,363,277,277,277,218,66
277,277,277,804,82,9,1069,1148,1148,1148,1148,1148,1148,1148,1148,1148,1404,1384,277,496,1015,1468,1589,1589,1588,1296,874,1529,1589,1589,1589,1583,1577,1500,175,684,355,807,640,594,1148,1148,1148,1148,994,1102,425,459,297,332,93,661,1242,1148,1148,1148,1148,1379,1331,1288,1148,1132,702,159,196,277,298,395,85,55
277,277,277,438,579,995,1310,1148,1148,747,1148,1148,870,760,1148,1148,730,692,277,496,653,1427,1589,1589,1589,1578,1575,1589,1589,1574,1579,1589,1589,1589,1589,1585,1564,1576,1422,1476,1589,1589,1589,1589,1494,589,478,277,277,442,593,815,1071,713,768,1007,978,1460,1486,1439,1072,1051,974,22,392,277,233,159,5,1
277,277,277,617,121,516,1148,1148,1148,1148,1148,1148,377,858,1148,1139,991,486,277,496,148,719,1551,1589,1589,1509,1506,1497,1548,1507,1510,1589,1589,1589,1589,1589,1589,1589,1449,1469,1589,1589,1589,1589,1589,1589,1589,1589,1499,548,489,489,483,219,413,483,651,1292,1418,842,708,243,296,460,557,491,734,40,599,42
277,277,277,364,346,1148,1148,1148,1148,1148,1148,1148,960,1202,1148,345,368,277,277,496,625,159,1250,1589,1589,1589,1569,1327,1502,1552,1505,1580,1540,1553,1559,1559,1559,1559,1416,1473,1559,1589,1589,1589,1589,1589,1589,1589,1589,1589,298,395,363,277,277,277,331,587,742,621,432,277,277,421,986,1010,855,369,1304,889
277,277,277,480,1015,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,1011,486,277,277,496,898,58,1438,1602,1589,1587,1482,1524,1589,1251,158,1426,1453,1334,1010,1010,1010,1010,551,582,1291,1474,1523,1542,1566,1565,1613,1615,1605,1609,1487,159,265,443,277,277,277,277,277,277,298,395,543,1451,1179,1148,1148,1148,1148,1148
277,277,277,480,1015,1148,1148,755,875,1148,1148,1148,1148,1148,1148,1011,486,277,540,826,1180,1492,1649,1638,1621,1571,192,546,1401,840,21,738,829,706,1007,1007,758,1007,1007,977,474,997,418,885,1153,1010,1610,1561,1647,1641,1514,60,570,471,277,277,277,277,312,303,254,159,409,965,910,1182,1063,1190,1148,1148
277,277,277,480,1015,1148,1148,850,408,1148,1148,1148,1148,1282,1332,1348,493,277,253,993,894,1480,1628,1620,1595,1520,1098,1410,780,685,277,277,277,277,483,483,277,483,483,523,924,658,277,795,1007,962,426,712,1196,1531,1533,1644,1640,1645,277,277,611,606,166,169,861,37,262,137,141,499,115,887,1148,1107
277,277,277,480,1015,1148,1148,1145,972,1148,1148,1148,1096,1367,1485,1459,529,277,726,1381,848,1483,1639,1631,1608,987,775,685,277,277,277,277,277,277,277,277,277,277,277,277,277,277,277,335,483,464,280,164,555,1479,1495,1570,1526,1637,1503,636,797,771,111,84,833,1185,97,162,147,119,851,1103,1148,782
277,277,277,423,1008,1148,1148,1148,1148,1148,1148,1148,374,158,669,1293,585,503,596,347,752,1562,1589,1589,987,985,277,277,277,277,277,277,315,273,375,491,491,491,491,491,491,277,277,277,403,1433,1001,1010,1127,135,182,1335,1612,1611,1603,1277,158,723,108,81,973,905,62,96,67,59,787,1092,1148,805
277,277,277,277,240,903,1148,1148,1148,1148,1148,1148,682,28,716,588,333,277,1032,1248,1141,1554,1589,999,725,451,277,277,277,277,277,336,859,124,512,938,1038,938,1010,943,1002,456,494,491,1078,1389,1148,1148,1148,996,37,237,1521,1593,1614,1430,56,1116,1383,1393,1191,1087,384,16,57,258,950,1186,1148,1148
277,277,277,277,480,1015,1148,1268,1467,1179,1148,1148,1066,628,297,277,277,922,1148,1350,1491,1586,1557,1100,247,388,277,277,277,277,312,518,1015,1148,1133,517,1133,517,1316,506,1133,497,1124,1010,781,735,1148,1148,1148,1148,1148,1148,1466,1549,1573,1589,1589,1598,1037,731,1148,1148,1308,47,98,1306,1148,1148,1148,1148
277,277,277,277,466,677,754,1177,1148,1148,1148,1221,673,415,277,277,277,1015,567,1417,1450,1420,1442,816,1054,580,277,277,277,256,144,181,1044,1148,1148,1050,1208,1057,1208,1057,1148,1050,1209,1148,1148,1148,1148,1148,1148,1148,1148,1148,1148,932,827,1589,1589,1589,1557,1015,1148,1148,1300,942,913,1284,1148,1148,1407,1402
277,277,277,277,221,132,152,657,1148,1148,1148,1294,130,373,277,300,549,646,574,1477,1470,1477,809,149,558,490,277,277,277,326,111,84,830,1148,1316,506,1133,517,1133,517,1316,506,1204,1148,1148,755,875,1148,1148,1148,1235,1378,769,1067,1294,1214,1471,1478,935,1365,1148,1148,1148,1148,1148,1148,1169,1143,781,735
277,277,277,277,187,91,79,157,1148,1148,1148,1148,1297,1085,486,235,255,105,1414,1589,1589,1557,676,3,736,930,277,362,542,1108,108,81,973,1148,1148,1050,1208,1057,1148,1050,1208,1057,1148,1148,1148,850,408,1148,1148,1114,793,605,270,728,1148,1337,818,1421,992,1326,1148,1148,1148,1148,1148,1148,932,369,1148,1148
475,295,277,277,184,61,163,597,1148,1148,1148,1148,1148,1005,500,637,33,1452,1594,1589,1587,1475,860,1155,1046,800,277,194,158,642,1095,1138,1191,1148,1316,506,1133,517,1319,506,1133,517,1319,1148,1148,1145,972,1148,902,806,242,473,201,891,1148,1090,888,1580,1550,1465,1179,1148,1205,762,1082,1148,1148,1148,1148,1148
302,660,277,277,620,165,50,1340,1148,1148,1148,1148,1148,345,368,533,652,1537,1619,1601,1572,107,559,1400,482,337,277,390,23,513,416,1148,1148,1148,1148,1050,1148,1050,1148,1050,1148,1050,1209,1148,1148,1148,1148,1176,205,402,492,250,236,1027,1148,391,158,1493,1633,1353,1463,1179,1273,1068,1440,1148,1148,1148,1148,1148
